INDEX,GRAIN_PATH,ORIGIN,ROW,LANDRACE,IS_BERE,IS_FARO,IS_UNKNOWN,KFOLD,TRAIN(0|1|2)/VALIDATION(3)/TEST(4)
68,/Dundee/2ROW British/DHBT16P20 4.stl,Dundee,2,British,0,0,0,0,train
112,/Dundee/2ROW British/DHBT16P20 2.stl,Dundee,2,British,0,0,0,0,train
82,/Dundee/2ROW British/DHBT16P103 1.stl,Dundee,2,British,0,0,0,0,train
50,/Dundee/2ROW British/DHBT16P103 2.stl,Dundee,2,British,0,0,0,0,train
41,/Dundee/2ROW British/DHBT16T25 9.stl,Dundee,2,British,0,0,0,0,train
16,/Dundee/2ROW British/DHBT16T31 9.stl,Dundee,2,British,0,0,0,0,train
84,/Dundee/2ROW British/DHBT16T31 5.stl,Dundee,2,British,0,0,0,0,train
88,/Dundee/2ROW British/DHBT16T31 7.stl,Dundee,2,British,0,0,0,0,train
95,/Dundee/2ROW British/DHBT16P50 2.stl,Dundee,2,British,0,0,0,0,train
62,/Dundee/2ROW British/DHBT16P50 3.stl,Dundee,2,British,0,0,0,0,train
30,/Dundee/2ROW British/DHBT16P26 8.stl,Dundee,2,British,0,0,0,0,train
73,/Dundee/2ROW British/DHBT16T31 10.stl,Dundee,2,British,0,0,0,0,train
9,/Dundee/2ROW British/DHBT16P35 6.stl,Dundee,2,British,0,0,0,0,train
106,/Dundee/2ROW British/DHBT16T37 10.stl,Dundee,2,British,0,0,0,0,train
47,/Dundee/2ROW British/DHBT16P35 5.stl,Dundee,2,British,0,0,0,0,train
76,/Dundee/2ROW British/DHBT16T31 1.stl,Dundee,2,British,0,0,0,0,train
107,/Dundee/2ROW British/DHBT16P55 7.stl,Dundee,2,British,0,0,0,0,train
92,/Dundee/2ROW British/DHBT16P19 6.stl,Dundee,2,British,0,0,0,0,train
26,/Dundee/2ROW British/DHBT16T37 9.stl,Dundee,2,British,0,0,0,0,train
37,/Dundee/2ROW British/DHBT16P43 1.stl,Dundee,2,British,0,0,0,0,train
1,/Dundee/2ROW British/DHBT16T37 4.stl,Dundee,2,British,0,0,0,0,train
32,/Dundee/2ROW British/DHBT16P20 9.stl,Dundee,2,British,0,0,0,0,train
21,/Dundee/2ROW British/DHBT16P20 3.stl,Dundee,2,British,0,0,0,0,train
7,/Dundee/2ROW British/DHBT16P55 9.stl,Dundee,2,British,0,0,0,0,train
34,/Dundee/2ROW British/DHBT16P27 2.stl,Dundee,2,British,0,0,0,1,train
80,/Dundee/2ROW British/DHBT16T31 4.stl,Dundee,2,British,0,0,0,1,train
117,/Dundee/2ROW British/DHBT16P55 2.stl,Dundee,2,British,0,0,0,1,train
8,/Dundee/2ROW British/DHBT16T25 7.stl,Dundee,2,British,0,0,0,1,train
60,/Dundee/2ROW British/DHBT16P55 8.stl,Dundee,2,British,0,0,0,1,train
52,/Dundee/2ROW British/DHBT16P43 5.stl,Dundee,2,British,0,0,0,1,train
46,/Dundee/2ROW British/DHBT16P43 2.stl,Dundee,2,British,0,0,0,1,train
65,/Dundee/2ROW British/DHBT16P16 6.stl,Dundee,2,British,0,0,0,1,train
38,/Dundee/2ROW British/DHBT16P35 7.stl,Dundee,2,British,0,0,0,1,train
51,/Dundee/2ROW British/DHBT16T31 3.stl,Dundee,2,British,0,0,0,1,train
49,/Dundee/2ROW British/DHBT16P26 4.stl,Dundee,2,British,0,0,0,1,train
74,/Dundee/2ROW British/DHBT16T37 1.stl,Dundee,2,British,0,0,0,1,train
22,/Dundee/2ROW British/DHBT16P19 2.stl,Dundee,2,British,0,0,0,1,train
66,/Dundee/2ROW British/DHBT16P35 2.stl,Dundee,2,British,0,0,0,1,train
63,/Dundee/2ROW British/DHBT16P16 1.stl,Dundee,2,British,0,0,0,1,train
85,/Dundee/2ROW British/DHBT16P35 10.stl,Dundee,2,British,0,0,0,1,train
59,/Dundee/2ROW British/DHBT16P26 2.stl,Dundee,2,British,0,0,0,1,train
97,/Dundee/2ROW British/DHBT16P20 1.stl,Dundee,2,British,0,0,0,1,train
110,/Dundee/2ROW British/DHBT16P16 8.stl,Dundee,2,British,0,0,0,1,train
24,/Dundee/2ROW British/DHBT16P20 5.stl,Dundee,2,British,0,0,0,1,train
6,/Dundee/2ROW British/DHBT16P55 5.stl,Dundee,2,British,0,0,0,1,train
96,/Dundee/2ROW British/DHBT16P35 8.stl,Dundee,2,British,0,0,0,1,train
67,/Dundee/2ROW British/DHBT16P103 5.stl,Dundee,2,British,0,0,0,1,train
61,/Dundee/2ROW British/DHBT16P16 9.stl,Dundee,2,British,0,0,0,2,train
116,/Dundee/2ROW British/DHBT16P16 5.stl,Dundee,2,British,0,0,0,2,train
42,/Dundee/2ROW British/DHBT16T37 2.stl,Dundee,2,British,0,0,0,2,train
2,/Dundee/2ROW British/DHBT16P55 3.stl,Dundee,2,British,0,0,0,2,train
101,/Dundee/2ROW British/DHBT16P103 4.stl,Dundee,2,British,0,0,0,2,train
70,/Dundee/2ROW British/DHBT16P26 7.stl,Dundee,2,British,0,0,0,2,train
93,/Dundee/2ROW British/DHBT16P44 1.stl,Dundee,2,British,0,0,0,2,train
36,/Dundee/2ROW British/DHBT16P19 3.stl,Dundee,2,British,0,0,0,2,train
23,/Dundee/2ROW British/DHBT16P103 7.stl,Dundee,2,British,0,0,0,2,train
55,/Dundee/2ROW British/DHBT16P19 4.stl,Dundee,2,British,0,0,0,2,train
56,/Dundee/2ROW British/DHBT16P27 9.stl,Dundee,2,British,0,0,0,2,train
39,/Dundee/2ROW British/DHBT16P55 6.stl,Dundee,2,British,0,0,0,2,train
40,/Dundee/2ROW British/DHBT16P35 3.stl,Dundee,2,British,0,0,0,2,train
87,/Dundee/2ROW British/DHBT16P27 7.stl,Dundee,2,British,0,0,0,2,train
18,/Dundee/2ROW British/DHBT16P19 7.stl,Dundee,2,British,0,0,0,2,train
78,/Dundee/2ROW British/DHBT16T25 2.stl,Dundee,2,British,0,0,0,2,train
10,/Dundee/2ROW British/DHBT16P20 10.stl,Dundee,2,British,0,0,0,2,train
72,/Dundee/2ROW British/DHBT16P27 1.stl,Dundee,2,British,0,0,0,2,train
15,/Dundee/2ROW British/DHBT16P50 1.stl,Dundee,2,British,0,0,0,2,train
58,/Dundee/2ROW British/DHBT16P26 1.stl,Dundee,2,British,0,0,0,2,train
5,/Dundee/2ROW British/DHBT16P16 7.stl,Dundee,2,British,0,0,0,2,train
33,/Dundee/2ROW British/DHBT16P27 5.stl,Dundee,2,British,0,0,0,2,train
44,/Dundee/2ROW British/DHBT16P103 6.stl,Dundee,2,British,0,0,0,2,train
45,/Dundee/2ROW British/DHBT16T25 8.stl,Dundee,2,British,0,0,0,3,validation
12,/Dundee/2ROW British/DHBT16P103 9.stl,Dundee,2,British,0,0,0,3,validation
48,/Dundee/2ROW British/DHBT16T37 8.stl,Dundee,2,British,0,0,0,3,validation
99,/Dundee/2ROW British/DHBT16T31 6.stl,Dundee,2,British,0,0,0,3,validation
108,/Dundee/2ROW British/DHBT16P16 4.stl,Dundee,2,British,0,0,0,3,validation
79,/Dundee/2ROW British/DHBT16P26 5.stl,Dundee,2,British,0,0,0,3,validation
98,/Dundee/2ROW British/DHBT16P19 8.stl,Dundee,2,British,0,0,0,3,validation
19,/Dundee/2ROW British/DHBT16P20 8.stl,Dundee,2,British,0,0,0,3,validation
90,/Dundee/2ROW British/DHBT16P55 4.stl,Dundee,2,British,0,0,0,3,validation
43,/Dundee/2ROW British/DHBT16P19 5.stl,Dundee,2,British,0,0,0,3,validation
102,/Dundee/2ROW British/DHBT16P27 8.stl,Dundee,2,British,0,0,0,3,validation
20,/Dundee/2ROW British/DHBT16P103 10.stl,Dundee,2,British,0,0,0,3,validation
0,/Dundee/2ROW British/DHBT16P43 3.stl,Dundee,2,British,0,0,0,3,validation
113,/Dundee/2ROW British/DHBT16P20 6.stl,Dundee,2,British,0,0,0,3,validation
103,/Dundee/2ROW British/DHBT16P44 5.stl,Dundee,2,British,0,0,0,3,validation
57,/Dundee/2ROW British/DHBT16P35 1.stl,Dundee,2,British,0,0,0,3,validation
111,/Dundee/2ROW British/DHBT16P19 9.stl,Dundee,2,British,0,0,0,3,validation
53,/Dundee/2ROW British/DHBT16T25 5.stl,Dundee,2,British,0,0,0,3,validation
105,/Dundee/2ROW British/DHBT16P43 4.stl,Dundee,2,British,0,0,0,3,validation
89,/Dundee/2ROW British/DHBT16T25 1.stl,Dundee,2,British,0,0,0,3,validation
83,/Dundee/2ROW British/DHBT16T37 5.stl,Dundee,2,British,0,0,0,3,validation
91,/Dundee/2ROW British/DHBT16T25 3.stl,Dundee,2,British,0,0,0,3,validation
25,/Dundee/2ROW British/DHBT16P55 1.stl,Dundee,2,British,0,0,0,3,validation
71,/Dundee/2ROW British/DHBT16P16 3.stl,Dundee,2,British,0,0,0,4,test
100,/Dundee/2ROW British/DHBT16T37 7.stl,Dundee,2,British,0,0,0,4,test
77,/Dundee/2ROW British/DHBT16P19 1.stl,Dundee,2,British,0,0,0,4,test
64,/Dundee/2ROW British/DHBT16P44 2.stl,Dundee,2,British,0,0,0,4,test
29,/Dundee/2ROW British/DHBT16P27 6.stl,Dundee,2,British,0,0,0,4,test
27,/Dundee/2ROW British/DHBT16P103 8.stl,Dundee,2,British,0,0,0,4,test
104,/Dundee/2ROW British/DHBT16P16 2.stl,Dundee,2,British,0,0,0,4,test
115,/Dundee/2ROW British/DHBT16P103 3.stl,Dundee,2,British,0,0,0,4,test
4,/Dundee/2ROW British/DHBT16P26 3.stl,Dundee,2,British,0,0,0,4,test
54,/Dundee/2ROW British/DHBT16P20 7.stl,Dundee,2,British,0,0,0,4,test
75,/Dundee/2ROW British/DHBT16P50 4.stl,Dundee,2,British,0,0,0,4,test
11,/Dundee/2ROW British/DHBT16P44 3.stl,Dundee,2,British,0,0,0,4,test
69,/Dundee/2ROW British/DHBT16P26 6.stl,Dundee,2,British,0,0,0,4,test
109,/Dundee/2ROW British/DHBT16T37 6.stl,Dundee,2,British,0,0,0,4,test
86,/Dundee/2ROW British/DHBT16T37 3.stl,Dundee,2,British,0,0,0,4,test
13,/Dundee/2ROW British/DHBT16T31 8.stl,Dundee,2,British,0,0,0,4,test
114,/Dundee/2ROW British/DHBT16T25 6.stl,Dundee,2,British,0,0,0,4,test
17,/Dundee/2ROW British/DHBT16T25 4.stl,Dundee,2,British,0,0,0,4,test
28,/Dundee/2ROW British/DHBT16P35 4.stl,Dundee,2,British,0,0,0,4,test
31,/Dundee/2ROW British/DHBT16P35 9.stl,Dundee,2,British,0,0,0,4,test
35,/Dundee/2ROW British/DHBT16P44 4.stl,Dundee,2,British,0,0,0,4,test
94,/Dundee/2ROW British/DHBT16T31 2.stl,Dundee,2,British,0,0,0,4,test
3,/Dundee/2ROW British/DHBT16P27 3.stl,Dundee,2,British,0,0,0,4,test
14,/Dundee/2ROW British/DHBT16P26 9.stl,Dundee,2,British,0,0,0,4,test
81,/Dundee/2ROW British/DHBT16P19 10.stl,Dundee,2,British,0,0,0,4,test
144,/Dundee/2ROW Scottish/DHBT16T36 1.stl,Dundee,2,Scottish,0,0,0,0,train
142,/Dundee/2ROW Scottish/DHBT16T86 6.stl,Dundee,2,Scottish,0,0,0,0,train
129,/Dundee/2ROW Scottish/DHBT16T23 10.stl,Dundee,2,Scottish,0,0,0,0,train
161,/Dundee/2ROW Scottish/DHBT16T86 5.stl,Dundee,2,Scottish,0,0,0,0,train
133,/Dundee/2ROW Scottish/DHBT16T36 3.stl,Dundee,2,Scottish,0,0,0,0,train
154,/Dundee/2ROW Scottish/DHBT16P10 5.stl,Dundee,2,Scottish,0,0,0,0,train
160,/Dundee/2ROW Scottish/DHBT16T23 5.stl,Dundee,2,Scottish,0,0,0,0,train
119,/Dundee/2ROW Scottish/DHBT16T23 4.stl,Dundee,2,Scottish,0,0,0,0,train
131,/Dundee/2ROW Scottish/DHBT16T23 9.stl,Dundee,2,Scottish,0,0,0,0,train
136,/Dundee/2ROW Scottish/DHBT16T86 10.stl,Dundee,2,Scottish,0,0,0,0,train
122,/Dundee/2ROW Scottish/DHBT16P60 1.stl,Dundee,2,Scottish,0,0,0,0,train
139,/Dundee/2ROW Scottish/DHBT16P10 1.stl,Dundee,2,Scottish,0,0,0,1,train
167,/Dundee/2ROW Scottish/DHBT16T86 7.stl,Dundee,2,Scottish,0,0,0,1,train
147,/Dundee/2ROW Scottish/DHBT16P10 2.stl,Dundee,2,Scottish,0,0,0,1,train
124,/Dundee/2ROW Scottish/DHBT16T86 2.stl,Dundee,2,Scottish,0,0,0,1,train
151,/Dundee/2ROW Scottish/DHBT16P10 9.stl,Dundee,2,Scottish,0,0,0,1,train
138,/Dundee/2ROW Scottish/DHBT16T86 8.stl,Dundee,2,Scottish,0,0,0,1,train
156,/Dundee/2ROW Scottish/DHBT16T36 2.stl,Dundee,2,Scottish,0,0,0,1,train
159,/Dundee/2ROW Scottish/DHBT16T23 3.stl,Dundee,2,Scottish,0,0,0,1,train
140,/Dundee/2ROW Scottish/DHBT16P60 3.stl,Dundee,2,Scottish,0,0,0,1,train
166,/Dundee/2ROW Scottish/DHBT16T36 5.stl,Dundee,2,Scottish,0,0,0,1,train
118,/Dundee/2ROW Scottish/DHBT16T23 6.stl,Dundee,2,Scottish,0,0,0,2,train
135,/Dundee/2ROW Scottish/DHBT16T36 8.stl,Dundee,2,Scottish,0,0,0,2,train
157,/Dundee/2ROW Scottish/DHBT16P10 8.stl,Dundee,2,Scottish,0,0,0,2,train
164,/Dundee/2ROW Scottish/DHBT16P60 2.stl,Dundee,2,Scottish,0,0,0,2,train
158,/Dundee/2ROW Scottish/DHBT16P22 5.stl,Dundee,2,Scottish,0,0,0,2,train
148,/Dundee/2ROW Scottish/DHBT16P60 5.stl,Dundee,2,Scottish,0,0,0,2,train
146,/Dundee/2ROW Scottish/DHBT16P22 3.stl,Dundee,2,Scottish,0,0,0,2,train
130,/Dundee/2ROW Scottish/DHBT16T86 9.stl,Dundee,2,Scottish,0,0,0,2,train
120,/Dundee/2ROW Scottish/DHBT16P22 2.stl,Dundee,2,Scottish,0,0,0,2,train
137,/Dundee/2ROW Scottish/DHBT16T23 2.stl,Dundee,2,Scottish,0,0,0,2,train
162,/Dundee/2ROW Scottish/DHBT16T23 7.stl,Dundee,2,Scottish,0,0,0,3,validation
128,/Dundee/2ROW Scottish/DHBT16P10 4.stl,Dundee,2,Scottish,0,0,0,3,validation
127,/Dundee/2ROW Scottish/DHBT16P60 4.stl,Dundee,2,Scottish,0,0,0,3,validation
125,/Dundee/2ROW Scottish/DHBT16P10 10.stl,Dundee,2,Scottish,0,0,0,3,validation
121,/Dundee/2ROW Scottish/DHBT16T86 3.stl,Dundee,2,Scottish,0,0,0,3,validation
123,/Dundee/2ROW Scottish/DHBT16T36 6.stl,Dundee,2,Scottish,0,0,0,3,validation
149,/Dundee/2ROW Scottish/DHBT16T86 4.stl,Dundee,2,Scottish,0,0,0,3,validation
150,/Dundee/2ROW Scottish/DHBT16P22 1.stl,Dundee,2,Scottish,0,0,0,3,validation
126,/Dundee/2ROW Scottish/DHBT16P22 4.stl,Dundee,2,Scottish,0,0,0,3,validation
132,/Dundee/2ROW Scottish/DHBT16P10 6.stl,Dundee,2,Scottish,0,0,0,3,validation
141,/Dundee/2ROW Scottish/DHBT16T36 9.stl,Dundee,2,Scottish,0,0,0,4,test
143,/Dundee/2ROW Scottish/DHBT16T86 1.stl,Dundee,2,Scottish,0,0,0,4,test
163,/Dundee/2ROW Scottish/DHBT16T36 7.stl,Dundee,2,Scottish,0,0,0,4,test
145,/Dundee/2ROW Scottish/DHBT16T23 8.stl,Dundee,2,Scottish,0,0,0,4,test
155,/Dundee/2ROW Scottish/DHBT16T36 10.stl,Dundee,2,Scottish,0,0,0,4,test
134,/Dundee/2ROW Scottish/DHBT16T23 1.stl,Dundee,2,Scottish,0,0,0,4,test
152,/Dundee/2ROW Scottish/DHBT16P10 7.stl,Dundee,2,Scottish,0,0,0,4,test
153,/Dundee/2ROW Scottish/DHBT16P10 3.stl,Dundee,2,Scottish,0,0,0,4,test
165,/Dundee/2ROW Scottish/DHBT16T36 4.stl,Dundee,2,Scottish,0,0,0,4,test
175,/Dundee/6ROW Bere/6ROW BERE Orkney/DHBT16P72 10.stl,Dundee,6,BERE Orkney,1,0,0,0,train
179,/Dundee/6ROW Bere/6ROW BERE Orkney/DHBT16P72 4.stl,Dundee,6,BERE Orkney,1,0,0,0,train
170,/Dundee/6ROW Bere/6ROW BERE Orkney/DHBT16P72 2.stl,Dundee,6,BERE Orkney,1,0,0,0,train
174,/Dundee/6ROW Bere/6ROW BERE Orkney/DHBT16P72 9.stl,Dundee,6,BERE Orkney,1,0,0,0,train
176,/Dundee/6ROW Bere/6ROW BERE Orkney/DHBT16T82 4.stl,Dundee,6,BERE Orkney,1,0,0,0,train
181,/Dundee/6ROW Bere/6ROW BERE Orkney/DHBT16T83 4.stl,Dundee,6,BERE Orkney,1,0,0,0,train
177,/Dundee/6ROW Bere/6ROW BERE Orkney/DHBT16T83 2.stl,Dundee,6,BERE Orkney,1,0,0,1,train
169,/Dundee/6ROW Bere/6ROW BERE Orkney/DHBT16T66 2.stl,Dundee,6,BERE Orkney,1,0,0,1,train
186,/Dundee/6ROW Bere/6ROW BERE Orkney/DHBT16T66 1.stl,Dundee,6,BERE Orkney,1,0,0,1,train
189,/Dundee/6ROW Bere/6ROW BERE Orkney/DHBT16T82 2.stl,Dundee,6,BERE Orkney,1,0,0,1,train
190,/Dundee/6ROW Bere/6ROW BERE Orkney/DHBT16T82 3.stl,Dundee,6,BERE Orkney,1,0,0,1,train
172,/Dundee/6ROW Bere/6ROW BERE Orkney/DHBT16P72 8.stl,Dundee,6,BERE Orkney,1,0,0,2,train
180,/Dundee/6ROW Bere/6ROW BERE Orkney/DHBT16T66 3.stl,Dundee,6,BERE Orkney,1,0,0,2,train
191,/Dundee/6ROW Bere/6ROW BERE Orkney/DHBT16P72 5.stl,Dundee,6,BERE Orkney,1,0,0,2,train
182,/Dundee/6ROW Bere/6ROW BERE Orkney/DHBT16T66 5.stl,Dundee,6,BERE Orkney,1,0,0,2,train
171,/Dundee/6ROW Bere/6ROW BERE Orkney/DHBT16P72 6.stl,Dundee,6,BERE Orkney,1,0,0,2,train
188,/Dundee/6ROW Bere/6ROW BERE Orkney/DHBT16P72 1.stl,Dundee,6,BERE Orkney,1,0,0,3,validation
183,/Dundee/6ROW Bere/6ROW BERE Orkney/DHBT16P72 3.stl,Dundee,6,BERE Orkney,1,0,0,3,validation
178,/Dundee/6ROW Bere/6ROW BERE Orkney/DHBT16T83 3.stl,Dundee,6,BERE Orkney,1,0,0,3,validation
187,/Dundee/6ROW Bere/6ROW BERE Orkney/DHBT16T82 5.stl,Dundee,6,BERE Orkney,1,0,0,3,validation
168,/Dundee/6ROW Bere/6ROW BERE Orkney/DHBT16P72 7.stl,Dundee,6,BERE Orkney,1,0,0,3,validation
184,/Dundee/6ROW Bere/6ROW BERE Orkney/DHBT16T83 1.stl,Dundee,6,BERE Orkney,1,0,0,4,test
185,/Dundee/6ROW Bere/6ROW BERE Orkney/DHBT16T82 1.stl,Dundee,6,BERE Orkney,1,0,0,4,test
173,/Dundee/6ROW Bere/6ROW BERE Orkney/DHBT16T66 4.stl,Dundee,6,BERE Orkney,1,0,0,4,test
192,/Dundee/6ROW Bere/6ROW BERE Orkney/DHBT16T83 5.stl,Dundee,6,BERE Orkney,1,0,0,4,test
193,/Dundee/6ROW Bere/6ROW BERE Unknown/DHBT16P4 1.stl,Dundee,6,BERE Unknown,1,0,1,0,train
194,/Dundee/6ROW Bere/6ROW BERE Unknown/DHBT16P4 10.stl,Dundee,6,BERE Unknown,1,0,1,0,train
200,/Dundee/6ROW Bere/6ROW BERE Unknown/DHBT16P74 9.stl,Dundee,6,BERE Unknown,1,0,1,0,train
204,/Dundee/6ROW Bere/6ROW BERE Unknown/DHBT16P4 6.stl,Dundee,6,BERE Unknown,1,0,1,0,train
195,/Dundee/6ROW Bere/6ROW BERE Unknown/DHBT16P4 7.stl,Dundee,6,BERE Unknown,1,0,1,0,train
209,/Dundee/6ROW Bere/6ROW BERE Unknown/DHBT16P4 5.stl,Dundee,6,BERE Unknown,1,0,1,1,train
205,/Dundee/6ROW Bere/6ROW BERE Unknown/DHBT16P4 9.stl,Dundee,6,BERE Unknown,1,0,1,1,train
212,/Dundee/6ROW Bere/6ROW BERE Unknown/DHBT16P4 4.stl,Dundee,6,BERE Unknown,1,0,1,1,train
203,/Dundee/6ROW Bere/6ROW BERE Unknown/DHBT16P4 3.stl,Dundee,6,BERE Unknown,1,0,1,1,train
207,/Dundee/6ROW Bere/6ROW BERE Unknown/DHBT16P74 8.stl,Dundee,6,BERE Unknown,1,0,1,2,train
196,/Dundee/6ROW Bere/6ROW BERE Unknown/DHBT16P74 10.stl,Dundee,6,BERE Unknown,1,0,1,2,train
199,/Dundee/6ROW Bere/6ROW BERE Unknown/DHBT16P74 2.stl,Dundee,6,BERE Unknown,1,0,1,2,train
202,/Dundee/6ROW Bere/6ROW BERE Unknown/DHBT16P74 4.stl,Dundee,6,BERE Unknown,1,0,1,2,train
206,/Dundee/6ROW Bere/6ROW BERE Unknown/DHBT16P74 3.stl,Dundee,6,BERE Unknown,1,0,1,3,validation
211,/Dundee/6ROW Bere/6ROW BERE Unknown/DHBT16P74 5.stl,Dundee,6,BERE Unknown,1,0,1,3,validation
201,/Dundee/6ROW Bere/6ROW BERE Unknown/DHBT16P74 1.stl,Dundee,6,BERE Unknown,1,0,1,3,validation
198,/Dundee/6ROW Bere/6ROW BERE Unknown/DHBT16P74 6.stl,Dundee,6,BERE Unknown,1,0,1,3,validation
210,/Dundee/6ROW Bere/6ROW BERE Unknown/DHBT16P74 7.stl,Dundee,6,BERE Unknown,1,0,1,4,test
208,/Dundee/6ROW Bere/6ROW BERE Unknown/DHBT16P4 8.stl,Dundee,6,BERE Unknown,1,0,1,4,test
197,/Dundee/6ROW Bere/6ROW BERE Unknown/DHBT16P4 2.stl,Dundee,6,BERE Unknown,1,0,1,4,test
247,/Dundee/6ROW Bere/6ROW BERE Western Isles/DHBT16T63 10.stl,Dundee,6,BERE Western Isles,1,0,0,0,train
222,/Dundee/6ROW Bere/6ROW BERE Western Isles/DHBT16T63 3.stl,Dundee,6,BERE Western Isles,1,0,0,0,train
238,/Dundee/6ROW Bere/6ROW BERE Western Isles/DHBT16P61 1.stl,Dundee,6,BERE Western Isles,1,0,0,0,train
240,/Dundee/6ROW Bere/6ROW BERE Western Isles/DHBT16T64 7.stl,Dundee,6,BERE Western Isles,1,0,0,0,train
218,/Dundee/6ROW Bere/6ROW BERE Western Isles/DHBT16T63 1.stl,Dundee,6,BERE Western Isles,1,0,0,0,train
226,/Dundee/6ROW Bere/6ROW BERE Western Isles/DHBT16T64 6.stl,Dundee,6,BERE Western Isles,1,0,0,0,train
219,/Dundee/6ROW Bere/6ROW BERE Western Isles/DHBT16P61 6.stl,Dundee,6,BERE Western Isles,1,0,0,0,train
224,/Dundee/6ROW Bere/6ROW BERE Western Isles/DHBT16P61 3.stl,Dundee,6,BERE Western Isles,1,0,0,0,train
225,/Dundee/6ROW Bere/6ROW BERE Western Isles/DHBT16T77 3.stl,Dundee,6,BERE Western Isles,1,0,0,1,train
229,/Dundee/6ROW Bere/6ROW BERE Western Isles/DHBT16T63 6.stl,Dundee,6,BERE Western Isles,1,0,0,1,train
221,/Dundee/6ROW Bere/6ROW BERE Western Isles/DHBT16P79 3.stl,Dundee,6,BERE Western Isles,1,0,0,1,train
216,/Dundee/6ROW Bere/6ROW BERE Western Isles/DHBT16T64 4.stl,Dundee,6,BERE Western Isles,1,0,0,1,train
248,/Dundee/6ROW Bere/6ROW BERE Western Isles/DHBT16T63 2.stl,Dundee,6,BERE Western Isles,1,0,0,1,train
242,/Dundee/6ROW Bere/6ROW BERE Western Isles/DHBT16T63 4.stl,Dundee,6,BERE Western Isles,1,0,0,1,train
246,/Dundee/6ROW Bere/6ROW BERE Western Isles/DHBT16P61 4.stl,Dundee,6,BERE Western Isles,1,0,0,1,train
236,/Dundee/6ROW Bere/6ROW BERE Western Isles/DHBT16T63 9.stl,Dundee,6,BERE Western Isles,1,0,0,2,train
232,/Dundee/6ROW Bere/6ROW BERE Western Isles/DHBT16T64 10.stl,Dundee,6,BERE Western Isles,1,0,0,2,train
223,/Dundee/6ROW Bere/6ROW BERE Western Isles/DHBT16P61 8.stl,Dundee,6,BERE Western Isles,1,0,0,2,train
245,/Dundee/6ROW Bere/6ROW BERE Western Isles/DHBT16T63 8.stl,Dundee,6,BERE Western Isles,1,0,0,2,train
237,/Dundee/6ROW Bere/6ROW BERE Western Isles/DHBT16P61 2.stl,Dundee,6,BERE Western Isles,1,0,0,2,train
239,/Dundee/6ROW Bere/6ROW BERE Western Isles/DHBT16T64 5.stl,Dundee,6,BERE Western Isles,1,0,0,2,train
244,/Dundee/6ROW Bere/6ROW BERE Western Isles/DHBT16P61 10.stl,Dundee,6,BERE Western Isles,1,0,0,2,train
233,/Dundee/6ROW Bere/6ROW BERE Western Isles/DHBT16T64 3.stl,Dundee,6,BERE Western Isles,1,0,0,3,validation
235,/Dundee/6ROW Bere/6ROW BERE Western Isles/DHBT16T63 7.stl,Dundee,6,BERE Western Isles,1,0,0,3,validation
215,/Dundee/6ROW Bere/6ROW BERE Western Isles/DHBT16T64 2.stl,Dundee,6,BERE Western Isles,1,0,0,3,validation
213,/Dundee/6ROW Bere/6ROW BERE Western Isles/DHBT16T77 2.stl,Dundee,6,BERE Western Isles,1,0,0,3,validation
